1580,6923
1590,21938
1600,92708
1610,80669
1620,110543
1630,71468
1640,151357
1650,148313
1660,17115
1670,95424
1680,54023
1690,63813
1700,145612
1710,98991
1720,69010
1730,164151
1740,37363
1750,76073
1760,133651
1770,88116
1780,65753
1790,76265
1800,72395
1810,157333
1820,143958
1830,157402
1840,50889
1850,114094
1860,79775
1870,3704
1880,7
1890,133075
1900,904357
1910,793426
1920,889391
