1580,2
1590,2
1600,37
1610,20
1620,13
1630,22
1640,33
1650,27
1660,8
1670,16
1680,17
1690,11
1700,26
1710,27
1720,37
1730,36
1740,11
1750,23
1760,26
1770,23
1780,18
1790,16
1800,28
1810,30
1820,55
1830,38
1840,43
1850,33
1860,12
1870,4
1880,2
1890,11
1900,96
1910,89
1920,96
1930,4
1980,2
1990,1
